year,title,authorAbbr
2020,Investigating the Benefits of Pre-Questions on Lecture-Based Learning,K Boden
2020,Investigating the Benefits of Pre-Questions on Lecture-Based Learning,A Adelman
2020,Investigating the Benefits of Pre-Questions on Lecture-Based Learning,T Nokes-Malach
2020,Investigating the Benefits of Pre-Questions on Lecture-Based Learning,S Carpenter
2020,Loss Functions Modulate the Optimal Bias-Variance Trade-off,A Bear
2020,Loss Functions Modulate the Optimal Bias-Variance Trade-off,F Cushman
2020,A Computational Approach to Perception and Language in Autism Based on Self-Organizing Maps,A Tovar
2020,Artificial Language Learning: Combining Syntax and Semantics,B Wilson
2020,Artificial Language Learning: Combining Syntax and Semantics,L Haslam
2020,Artificial Language Learning: Combining Syntax and Semantics,F Poletiek
2020,Artificial Language Learning: Combining Syntax and Semantics,C Petkov
2020,"Efficient navigation using a scalable, biologically inspired spatial representation",B Komer
2020,"Efficient navigation using a scalable, biologically inspired spatial representation",C Eliasmith
2020,Learning to refer informatively by amortizing pragmatic reasoning,J White
2020,Learning to refer informatively by amortizing pragmatic reasoning,J Mu
2020,Learning to refer informatively by amortizing pragmatic reasoning,N Goodman
2020,Can Group Knowledge Diversity be Created On-the-Fly?: Effects of Collaboration Task Design on Performance and Transfer,K Hibbard
2020,Can Group Knowledge Diversity be Created On-the-Fly?: Effects of Collaboration Task Design on Performance and Transfer,J Corter
2020,"Recursive Adversarial Reasoning in the Rock, Paper, Scissors Game",E Brockbank
2020,"Recursive Adversarial Reasoning in the Rock, Paper, Scissors Game",E Vul
2020,Foraging in the Virtual Himalayas: Intrinsic and Extrinsic Factors in Search,K Garg
2020,Foraging in the Virtual Himalayas: Intrinsic and Extrinsic Factors in Search,C Kello
2020,A memory-augmented neural network model of abstract sequential reasoning,I Sinha
2020,A memory-augmented neural network model of abstract sequential reasoning,J Cohen
2020,A memory-augmented neural network model of abstract sequential reasoning,T Webb
2020,The effects of mindfulness meditation and relaxation on brain activity,C Morrison
2020,The effects of mindfulness meditation and relaxation on brain activity,A Malik
2020,The effects of mindfulness meditation and relaxation on brain activity,V Taler
2020,Concealable Stigmatized Identity Disclosure as a Possible Perturbation to Complex Social Systems,H Douglas
2020,Concealable Stigmatized Identity Disclosure as a Possible Perturbation to Complex Social Systems,S Toohey
2020,Concealable Stigmatized Identity Disclosure as a Possible Perturbation to Complex Social Systems,M Richardson
2020,Concealable Stigmatized Identity Disclosure as a Possible Perturbation to Complex Social Systems,R Kallen
2020,The Origins of Common Sense in Humans and Machines,K Smith
2020,The Origins of Common Sense in Humans and Machines,E Kosoy
2020,The Origins of Common Sense in Humans and Machines,A Gopnik
2020,The Origins of Common Sense in Humans and Machines,D Pathak
2020,The Origins of Common Sense in Humans and Machines,A Fern
2020,The Origins of Common Sense in Humans and Machines,J Tenenbaum
2020,The Origins of Common Sense in Humans and Machines,T Ullman
2020,Spatial Alignment Facilitates Visual Comparison in Children,Y Zheng
2020,Spatial Alignment Facilitates Visual Comparison in Children,B Matlen
2020,Spatial Alignment Facilitates Visual Comparison in Children,D Gentner
2020,Applying the Common Model of Cognition to Resting-State fMRI Leads to the Identification of Abnormal Functional Connectivity in Parkinsons Disease,M Ketola
2020,Applying the Common Model of Cognition to Resting-State fMRI Leads to the Identification of Abnormal Functional Connectivity in Parkinsons Disease,A Stocco
2020,Applying the Common Model of Cognition to Resting-State fMRI Leads to the Identification of Abnormal Functional Connectivity in Parkinsons Disease,S Thompson
2020,Applying the Common Model of Cognition to Resting-State fMRI Leads to the Identification of Abnormal Functional Connectivity in Parkinsons Disease,T Madhyastha
2020,Applying the Common Model of Cognition to Resting-State fMRI Leads to the Identification of Abnormal Functional Connectivity in Parkinsons Disease,T Grabowski
2020,Analyzing the Differences in Human Reasoning via Joint Nonnegative Matrix Factorization,D Brand
2020,Analyzing the Differences in Human Reasoning via Joint Nonnegative Matrix Factorization,N Riesterer
2020,Analyzing the Differences in Human Reasoning via Joint Nonnegative Matrix Factorization,H Dames
2020,Analyzing the Differences in Human Reasoning via Joint Nonnegative Matrix Factorization,M Ragni
2020,Chaining and historical adjective extension,K Grewal
2020,Chaining and historical adjective extension,Y Xu
2020,You said something about me: Contextual self-relevance during a first encounter with a face impacts later face recognition,C Lee
2020,You said something about me: Contextual self-relevance during a first encounter with a face impacts later face recognition,S McCrackin
2020,You said something about me: Contextual self-relevance during a first encounter with a face impacts later face recognition,R Itier
2020,You said something about me: Contextual self-relevance during a first encounter with a face impacts later face recognition,M Fernandes
2020,Explanation Supports Hypothesis Generation in Learning,E Brockbank
2020,Explanation Supports Hypothesis Generation in Learning,C Walker
2020,The contingency illusion bias as a potential driver of science denial,J Sulik
2020,The contingency illusion bias as a potential driver of science denial,R Ross
2020,The contingency illusion bias as a potential driver of science denial,R McKay
2020,Improving Cognitive Models for Syllogistic Reasoning,J Bischofberger
2020,Improving Cognitive Models for Syllogistic Reasoning,M Ragni
2020,Phonemic learning based on articulatory-acoustic speech representations,H Rasilo
2020,Social influence and informational independence,J Sulik
2020,Social influence and informational independence,B Bahrami
2020,Social influence and informational independence,O Deroy
2020,Quality Engineering in the Development of an Intelligent Agent,T Halverson
2020,Quality Engineering in the Development of an Intelligent Agent,M Caisse
2020,Quality Engineering in the Development of an Intelligent Agent,M Freiman
2020,Quality Engineering in the Development of an Intelligent Agent,C Myers
2020,Exploring Exploration: Comparing Children with Agents in Unified Exploration Environments,E Kosoy
2020,Exploring Exploration: Comparing Children with Agents in Unified Exploration Environments,J Collins
2020,Exploring Exploration: Comparing Children with Agents in Unified Exploration Environments,D Chan
2020,Exploring Exploration: Comparing Children with Agents in Unified Exploration Environments,D Pathak
2020,Exploring Exploration: Comparing Children with Agents in Unified Exploration Environments,P Agrawal
2020,Exploring Exploration: Comparing Children with Agents in Unified Exploration Environments,A Gopnik
2020,Exploration Decisions Precede and Improve Explicit Uncertainty Judgments in Preschoolers,E Lapidow
2020,Exploration Decisions Precede and Improve Explicit Uncertainty Judgments in Preschoolers,I Killeen
2020,Exploration Decisions Precede and Improve Explicit Uncertainty Judgments in Preschoolers,C Walker
2020,Child-directed speech: the impact of variations in speaking rate on word learning,J Shi
2020,Child-directed speech: the impact of variations in speaking rate on word learning,Y Gu
2020,Child-directed speech: the impact of variations in speaking rate on word learning,B Grzyb
2020,Child-directed speech: the impact of variations in speaking rate on word learning,G Vigliocco
2020,Seeking Meaning: Examining a Cross-situational Solution to Learn Action Verbs Using Human Simulation Paradigm,Y Zhang
2020,Seeking Meaning: Examining a Cross-situational Solution to Learn Action Verbs Using Human Simulation Paradigm,A Amatuni
2020,Seeking Meaning: Examining a Cross-situational Solution to Learn Action Verbs Using Human Simulation Paradigm,E Cain
2020,Seeking Meaning: Examining a Cross-situational Solution to Learn Action Verbs Using Human Simulation Paradigm,C Yu
2020,Punishment: Incentive or Communication?,A Sarin
2020,Punishment: Incentive or Communication?,M Ho
2020,Punishment: Incentive or Communication?,J Martin
2020,Punishment: Incentive or Communication?,F Cushman
2020,Spatial alignment supports comparison of life science visuals for 7th graders,N Simms
2020,Spatial alignment supports comparison of life science visuals for 7th graders,B Jee
2020,Spatial alignment supports comparison of life science visuals for 7th graders,B Matlen
2020,Spatial alignment supports comparison of life science visuals for 7th graders,D Gentner
2020,The Temporal Structure of Event Knowledge in the Mind in Relation to Autistic Traits,K Hannah
2020,The Temporal Structure of Event Knowledge in the Mind in Relation to Autistic Traits,K Brown
2020,The Temporal Structure of Event Knowledge in the Mind in Relation to Autistic Traits,M Hall-Bruce
2020,The Temporal Structure of Event Knowledge in the Mind in Relation to Autistic Traits,R Stevenson
2020,The Temporal Structure of Event Knowledge in the Mind in Relation to Autistic Traits,K McRae
2020,Decoding Eye Movements in Cross-Situational Word Learning via Tensor Component Analysis,A Amatuni
2020,Decoding Eye Movements in Cross-Situational Word Learning via Tensor Component Analysis,C Yu
2020,Look before you leap: Quantitative tradeoffs between peril and reward in action understanding,N Gjata
2020,Look before you leap: Quantitative tradeoffs between peril and reward in action understanding,T Ullman
2020,Look before you leap: Quantitative tradeoffs between peril and reward in action understanding,E Spelke
2020,Look before you leap: Quantitative tradeoffs between peril and reward in action understanding,S Liu
